sent_id	uri	mention	final sentence
11417	Q14933212	Linggawarman	Linggawarman mempunyai dua orang puteri, yang sulung bernama Manasih menjadi istri Tarusbawa dan yang kedua bernama Sobakancana menjadi isteri Dapunta Hyang Sri Jayanasa pendiri Kerajaan Sriwijaya.
11418	Q2439746	Juana	Juana juga merupakan ahli waris Escalona, Villena, Peñafiel dan Lara juga Nyonya Biscay.
11419	Q76613	Hans Karl August Simon Von Euler-Chelpin	Hans Karl August Simon von Euler-Chelpin memenangkan Penghargaan Nobel dalam Kimia 1929 dengan Arthur Harden untuk penelitian mereka tentang fermentasi gula dan enzim fermentasi.
11420	Q312702	Jonathan	Jonathan dikenal karena penampilannya di panggung, film, dan televisi.
11421	Q211789	Paus Stefanus Ii	Paus Stefanus Ii adalah Paus Stefanus Ii pertama yang tercatat secara resmi setelah penghapusan peran konsulat Kekaisaran Romawi di Barat.
11422	Q900902	Hap	Saat ini hap bermain untuk Kelantan FA dan untuk tim nasional Malaysia.
11423	Q17410967	Putri	Putri pun berharap albumnya bisa meramaikan industri musik Indonesia dan lagu-lagunya bisa diterima baik oleh masyarakat.
11424	Q179126	John	Pasca era perang, reputasinya John terus meningkat sejak 1960-an dengan publikasi dari berbagai penelitian akademik.
11425	Q25462554	Hoo Tik Tjay	Hoo Tik Tjay atau Hoo Tik Tjay Liep Poen atau Suthur adalah salah satu murid dan anak angkat Louw Djeng Tie, pendekar kuntao Siauw Liem Pay di Parakan, Jawa Tengah, Indonesia.
11426	Q1937177	Yves	Yves dilahirkan pada tanggal 3 April, 1957 di Lyon, Prancis dan meninggal pada 18 Juli, 1990 dalam sebuah kecelakaan mobil, adalah seorang kartunis berkebangsaan Prancis.
11427	Q229134	Christine	Christine telah memenangkan Tony dan Drama Desk Awards sebanyak dua kali.
11428	Q57311	Juan Manuel Santos	Juan Manuel Santos adalah anggota keluarga Santos yang kaya dan berpengaruh, yang dari tahun 1913 hingga 2007 adalah pemegang saham mayoritas surat kabar El Tiempo hingga akhirnya dijual ke Planeta DeAgostini pada tahun 2007.
11429	Q555572	Peter	Peter adalah penulis banyak buku dan juga seorang penulis populer seputar topik filsafat, teologi, dan apologetika Kristen.
11430	Q379752	Leonardo	Leonardo adalah seorang yang gigih membela dan berjuang untuk hak-hak asasi manusia, menolong merumuskan perspektif Amerika Latin yang baru, dengan "hak untuk kehidupan dan cara-cara untuk mempertahankannya dengan kehormatan".
11431	Q47284	Robert	Robert membuat, menyunting, memproduksi dan memberikan musik kepada beberapa filmnya di Meksiko dan kampung halamannya, Texas.
11432	Q6688697	Louise Cromwell Brooks	Louise Cromwell Brooks dianggap merupakan salah satu wanita muda paling cantik dan atraktif di Washington.
11433	Q571471	Konrad I Dari Gogow	Konrad I Dari Gogow I dari Głogow adalah putra keempat Henryk II Pobożny, Adipati Silesia dan Adipati Agung Polandia dari tahun 1238, dan istrinya Anna, putri raja Ottokar I dari Bohemia dari Wangsa Přemyslid.
11434	Q17279355	Sudarso	Sudarso diarsipkan 2014-06-06 di Wayback Machine.
11435	Q855746	Duan	Beberapa orang percaya bahwa pengarang Prancis Charles Perrault menyalin versi Duan dan hanya mengganti judul Duan saja.
11436	Q171456	Adrian	Adrian berpartisipasi di 21 balapan F1, dengan debut pada tanggal 12 April 1987 bersama tim Minardi.
11437	Q167059	Raphael	Lahir di Belanda, dan mantan pemain muda internasional Belanda, Raphael mewakili tim nasional Indonesia.
11438	Q284007	Seiko	Seiko mulai terkenal sebagai penyanyi idol tahun 1980-an dengan lagu "Hadashi no Kisetsu".
11439	Q316633	Alberto	Prestasi terbesarnya Alberto sampai saat ini adalah saat mengantar AC Milan menjadi scudetto di 1999.
11440	Q55258	Stephen	Stephen telah menyutradarai sejumlah film sejak 1980an yang meliputi My Beautiful Laundrette, Dangerous Liaisons, High Fidelity, The Queen, Philomena, dan Florence Foster Jenkins.
11441	Q1683799	Peter	Kasus ini dicatat oleh Imperial Provisor Frombald, sebuah lembaga administrasi Austria yang menyaksikan penusukan Peter.
11442	Q316852	Stefano	Kapten Lazio ini Stefano adalah satu-satunya kapten yang pernah ditangkap pada 2011 dalam kasus pengaturan skor Liga Italia.
11443	Q1194944	Tokugawa	Setelah mengundurkan diri ke rumah peristirahatan bernama Seizanso pada tahun 1691, Tokugawa wafat pada tahun 1701 di usia 73 tahun.
11444	Q12471502	Alia	Alia memulai kariernya dari modeling dengan meraih juara pertama pada pemilihan Wajah Femina tahun 1999.
11445	Q7078719	Oevaang	Meskipun demikian, Oevaang dianggap bertanggung jawab atas pembantaian orang Tionghoa di Kalimantan Barat pasca peristiwa Gerakan 30 September.
11446	Q1854523	Ernie	Ernie turut masuk dalam daftar 50 Pembalap Terbaik NASCAR pada tahun 1998.
11447	Q205778	Pavel	Pavel memulai karier profesionalnya di klub Spartak Moscow, setelah saat junior bermain untuk klub yang sama.
11448	Q672993	Guan	Dengan demikian Guan Yu tidak memiliki keturunan dari Guan.
11449	Q318503	Mark	Mark juga seorang "hiu" investor di serial televisi, Shark Tank.
11450	Q334140	Kara Mustafa Pasha	Lahir dari orang tua Turki di Merzifon, Kara Mustafa Pasha diadopsi oleh keluarga Köprülü pada usia muda dan menjabat sebagai utusan ke Damaskus untuk saudara iparnya, wazir agung Ahmed Köprülü.
11451	Q2821491	Abel Aubert Dupetit Thouars	Abel Aubert Dupetit Thouars memiliki peran yang sangat penting dalam proses aneksasi Polinesia Prancis.
11452	Q19726621	Iwan	Namanya Iwan dikenal melalui karya-karya yang dinyanyikan antara lain oleh grup Bimbo dan Vina Panduwinata.
11453	Q3086894	Fred	Fred tampil dalam 156 film antara 1909 dan 1916.
11454	Q1110653	Ammar Bin Yasir	Ammar Bin Yasir kemudian wafat, lalu Sumayyah menikah dengan Salamah bin Azraq.
11455	Q457229	Franchot	Franchot adalah seorang aktor terkemuka pada tahun 1930-an dan awal 1940-an, dan pada puncak karirnya dikenal karena peran-perannya yang sopan dan canggih, dengan peran-peran pendukung pada tahun 1950-an.
11456	Q5683	Chaucer	Chaucer kadang kala dianggap sebagai penulis pertama yang menunjukkan kekuatan bahasa Inggris Pertengahan untuk menulis karya sastra, menghindari penggunaan bahasa Prancis atau bahasa Latin.
11457	Q83241	Galilea	Galilea adalah salah satu wilayah yang terletak di bagian utara Israel.
11458	Q63187	Sebastian	Sebastian dikenal atas peran-perannya dalam film pemenang Oscar tahun 2007 The Lives of Others, dalam film Bridge of Spies karya Steven Spielberg, dan sebagai Otto Düring dalam musim kelima dari serial Showtime Homeland.
11459	Q717819	Keiko	Aktif sebagai aktris cilik pada 1960an, Keiko datang sebagai orang dewasa dengan Daiei, kemudian pada 1972 dengan Shochiku.
11460	Q216895	Harsha	Harsha menikah dengan salah satu gadis cantik di kerajaan - Putri Pushpawati.
11461	Q506765	Andrew	Saat itu Andrew menjadi pembalap pengganti Akira Yanagawa di tim Kawasaki.
11462	Q842633	Stephanie	Stephanie McMahon - Levesque juga anak Kedua dari 2 Bersaudara Ketua CEO yaitu Vince McMahon dan Mempunyai Kakak Laki-laki Bernama Shane McMahon.
11463	Q705525	Peter	Peter juga merupakan investor awal Facebook, situs jejaring sosial terkenal dan menjabat di dewan direktur perusahaan.
11464	Q13094789	Lidya	Keberhasilan Lidya memenangkan Piala Citra pada tahun 1991 dan 1992, menjadikannya pemeran perempuan pertama dalam sejarah perfilman Indonesia yang menang berturut-turut dalam kategori tersebut.
11465	Q558189	Kapil	Kapil menjadi kapten tim kriket India yang memenangkan Piala Dunia Kriket 1983.
11466	Q3070885	Zoya	Lahir di Mumbai pada 14 Oktober 1972, Zoya berasal dari salah satu keluarga film paling populer di negara tersebut.
11467	Q171455	Ivan	Ivan turun pertama kali di ajang F1 pada GP Eropa 1985.
11468	Q12470661	Acil	Acil juga aktif mengadakan berbagai kegiatan dan berpartisipasi dalam kegiatan sosial dan kebudayaan di dalam dan luar negeri.
11469	Q714136	Loletta	Peran pertamanya sebagai aktris utama adalah Loletta dalam Devoted to You.
11470	Q6003372	Imanuel	Imanuel lahir 23 Februari 1988 adalah seorang pemain sepak bola Indonesia yang bermain sebagai gelandang di PSMS Medan.
11471	Q193406	Pocahontas	Pocahontas menganut agama Kristen, dan menikahi penetap Inggris John Rolfe.
11472	Q558226	Sami	Sami terlibat dalam inisiatif kemanusiaan, mendukung, antara lain, Islamic Relief dan Save the Children.
11473	Q516259	Ricardo	Musim 2011 Ricardo turun di Formula 2 bersama tim MotorSport Vision.
11474	Q159166	Vidya	Vidya menuai banyak pujian atas penampilan Vidya dalam film drama Parineeta, film Hindi pertamanya.
11475	Q1928	Hatem Ben Arfa	Hatem Ben Arfa adalah mantan pemain usia muda tim nasional sepak bola Prancis.
11476	Q208881	Bo	Bo mempengaruhi artis-artis seperti Elvis Presley, Buddy Holly, The Beatles, The Rolling Stones, The Yardbirds, Eric Clapton, The Who, Jimi Hendrix dan Parliament-Funkadelic.
11477	Q12470612	Abrar	Abrar telah menulis banyak buku biografi para tokoh Indonesia, di antaranya biografi Selo Soemardjan, Azwar Anas, Amir Hamzah, A.A. Navis, Djoeir Moehamad serta biografi Hoegeng yang ia tulis bersama Ramadhan K.H., dan biografi tokoh-tokoh Indonesia lainnya.
11478	Q245011	Demetrio	Anggota penting tim nasional Italia, Demetrio adalah bagian dari skuad yang berkompetisi di Piala Dunia FIFA 1994 dan 1998, serta Kejuaraan Eropa UEFA 1996 dan 2000, mencapai final Piala Dunia 1994 dan Euro 2000.
11479	Q76519	Rudolf	Pada tahun 1926, Moritz Schlick, pendiri Lingkaran Wina mengundang Rudolf untuk bergabung dengan fakultasnya di Universitas Wina.
11480	Q12478096	Cornelis John Rantung	Cornelis John Rantung diangkat menjadi Gubernur Sulawesi Utara menggantikan Gustaf Hendrik Mantik.
11481	Q189067	Alyssa	Alyssa memulai karier aktingnya di 1981.
11482	Q954106	Giovan Battista Carpi	Giovan Battista Carpi membuat komik Disney, terutama menggambar Donal Bebek dan Gober Bebek, kadang-kadang Giovan Battista Carpi juga menggambar Miki Tikus.
11483	Q5856346	Saras	Saras, S.S., M.Hum.
11484	Q166028	Louise Dari Hesse-Kassel	Dari tahun 1863 hingga 1864, Louise dari Hesse-Kassel secara bersamaan menjabat sebagai Adipatni Schleswig, Holstein dan Lauenburg.
11485	Q190418	Abd-Ar-Rahman	Abd-ar-Rahman merupakan salah satu penguasa terbesar dan paling sukses di Al-Andalus.
11486	Q16180036	Harlan	Harlan juga merupakan drummer The Adly's yang didirikan oleh Adly Fairuz.
11487	Q235063	Maya	Maya paling dikenal sebagai perancang Monumen Veteran Vietnam di Washington, D.C.
11488	Q199991	Joachim Dari Fiore	Kedua, zaman Anak, yaitu zaman Perjanjian Baru di mana Joachim Dari Fiore hidup berdasarkan anugerah.
11489	Q313697	Ross	Pada tahun 2009, Ross mengakuisisi Perot Systems sebesar $ 3,9 miliar.
11490	Q233380	Ikue	Ikue sering mengisi suara untuk karakter laki-laki dan perempuan, juga terkadang banyak karakter dalam satu produksi.
11491	Q381851	Jean I Adipati Bretagne	Jean I Adipati Bretagne I, Adipati Bretagne adalah putra Adipati Pêr I dan Alis, ahli waris wilayah adipati tersebut.
11492	Q4259826	Celestino	Berkarier di dunia film sejak tahun 1930 dan Celestino meninggal dunia pada tanggal 11 Januari 1967.
11493	Q9513	Dr. A. P. J. Abdul Kalam	Dr. A. P. J. Abdul Kalam juga merupakan ilmuwan dan insinyur India terkemuka.
11494	Q3545057	Baihakki	Baihakki merupakan mantan pemain tim Young Lions dan juga mantan kapten bagi tim Young Lions.
11495	Q614906	Hanna	Hanna Muammar Khadafi merupakan anak perempuan yang diklaim oleh Muammar Khadafi sebagai anak angkatnya, meskipun klaim ini masih diperdebatkan.
11496	Q1473223	Misao	Pada 22 Mei 1903, Misao memanjat Air terjun Kegon di Nikkō, dan menulis puisi terakhirnya di batang sebuah pohon yang ada di dekatnya.
11497	Q326935	Pramoedya Ananta Toer	Pramoedya Ananta Toer telah menghasilkan lebih dari 50 karya dan diterjemahkan ke dalam lebih dari 42 bahasa asing.
11498	Q44655	Paolo Di Canio	Paolo Di Canio telah bermain di banyak klub di Eropa.
11499	Q426960	Mahmud Al Rasyid	Mahmud Al Rasyid diangkat menjadi sultan untuk menggantikan ayahandanya.
11500	Q484265	Andrew	Pada 1890-an, Andrew adalah perusahaan industri terbesar dan paling menguntungkan di dunia.
11501	Q248179	Ty	Ty awalnya menjadi terkenal dalam beberapa peran Broadway termasuk Macbeth, dan off-Broadway plays Corners, The Blue Demon, Burn This, dan Show People.
11502	Q13095129	Miranda	Miranda juga ikut dalam pemilihan gubernur BI pada tahun 2003 namun dikalahkan Burhanuddin Abdullah dan mengambil posisi deputi senior.
11503	Q1756626	Drury	Drury, yang umumnya dikenal sebagai Drury adalah sebuah teater West End dan bangunan terdaftar Tingkat I di Covent Garden, London, Inggris.
11504	Q229908	Katie	Katie telah mengulangi perannya dalam serial Arrowverse, The Flash dan Legends of Tomorrow, serta mengisi suara karakter tersebut dalam serial web animasi Vixen.
11505	Q103292	Adrianus	Adrianus berasal dari keluarga Romawi terkemuka yang memiliki tradisi pelayanan gerejawi yang kuat.
11506	Q749265	Kamijyo	Nama 'Akimine Kamijyo' juga adalah nama penanya Akimine Kamijyo.
11507	Q19728154	Hendra	Melalui diktat-diktat training jarak jauh Hendra diberikan materi-materi yang levelnya lebih tinggi dari materi level SMU.
11508	Q116363	Oswald	Oswald adalah pengikut Huldrych Zwingli.
11509	Q229735	Feist	Nama Feist semakin tenar ketika terlibat dalam album Kings of Convenience yang bertajuk Riot on an Empty Street pada tahun 2004.
11510	Q22942714	Peter Van Den Bossche	Peter Van Den Bossche pernah menjadi hakim di Badan Banding Organisasi Perdagangan Dunia pada tahun 2009-2017.
11511	Q25461524	Soerya	Prof. Dr. H. M. Soerya, S.H., M.H., M.M.
11512	Q170514	Mehmed	Mehmed adalah putra Sultan İbrahim I dan Ibunya Turhan Hadice.
11513	Q353049	Robin	Robin juga seorang bintang laga Hong Kong pada akhir 1980-an dan awal 1990-an dan telah muncul di sekitar 40 film selama karirnya di Hong Kong sebelum Robin masuk Hollywood pada tahun 1994.
11514	Q2053693	Jack	Jack berhasil melakukan transformasi dari kartun bisu menjadi kartun bersuara.
11515	Q192236	Thomas	Thomas diangkat sebagai santo dan martir oleh Gereja Katolik Roma dan Gereja Anglikan.
11516	Q12498758	Mohammad	Mohammad juga pernah menjabat sebagai residen Sumatera Barat.
11517	Q669037	Hindia	Setelah perjalanan pertama Christopher Columbus ke Benua Amerika, Eropa mulai menggunakan istilah Hindia untuk membedakan wilayah dari Hindia Timur di Asia Selatan dan Asia Tenggara.
11518	Q1071957	Kuchlug	Kuchlug tewas tahun 1218 oleh bangsa Mongol dan wilayah kekuasaan Kara-Khitan diserap ke dalam Kekaisaran Mongol yang sedang bangkit.
11519	Q380573	Dorgon	Dorgon adalah yang membangun dasar fondasi Dinasti Qing memerintah wilayah Cina.
11521	Q775502	Chimalpahin	Chimalpahin menulis tentang sejarah Meksiko dan negara-negara lainnya yang ada disekitarnya dalam bahasa Nahuatl dan bahasa Spanyol, namun kebanyakan karyanya tidak diketahui keberadaannya.
11522	Q3189083	Julian	Julian memulai debutnya di industri rekaman Prancis pada tahun 2003 dengan singel berjudul "Tournent les vents".
11523	Q1143609	Sima	Sima paling diingat sebagai salah satu orang yang menyebutkan Zhuge Liang dan Pang Tong menjadi Liu Bei dalam Percintaan Tiga Kerajaan, meskipun karya tersebut sebenarnya dimasukkan dalam sejarah oleh temannya Pang Degong.
11524	Q1018606	Byron	Byron mendapatkan nominasi penghargaan Golden Globe untuk film Tangled dan menang untuk film Zootopia.
11525	Q1353861	Tom	Tom masuk Universitas Wisconsin–Madison, dimana Tom meraih gelar sarjana dalam bidang ilmu komputer.
11526	Q80612	Anaximenes	Anaximenes disebut dalam tradisi filsafat Barat, bersama dengan Thales dan Anaximandros, sebagai anggota Mazhab Miletos.
11527	Q284636	Jason	Jason dianugerahi Primetime Emmy Award untuk Penyutradaraan Luar Biasa untuk Serial Drama pada tahun 2019 untuk arahannya di Ozark.
11528	Q19752042	Jan S. Aritonang	Pada 11 Juni 2011, Jan S. Aritonang dikukuhkan sebagai guru besar di Sekolah Tinggi Teologi Jakarta dan menyampaikan orasi ilmiahnya yang berjudul Berpikir dan Bertindak Historis Sekaligus Teologis.
11529	Q12507533	R.	R. adalah putra dari Kusumowisastro, seorang pensiunan kontrolir di Jombang.
11530	Q320052	Vincent	Vincent pertama kali berkarier di dunia film sejak tahun 1983.
11531	Q941366	Marco Antonio Bragadin	Marco Antonio Bragadin tewas pada Agustus 1571 setelah Utsmaniyah merebut kota tersebut, kejatuhan yang mengisyaratkan akhir keberadaan Barat di pulau Laut Tengah tersebut selama tiga abad berikutnya.
11532	Q12499338	Alwi	Pada 5 Juli 1997, alwi dikukuhkan sebagai Guru Besar dalam bidang ilmu komunikasi di Fakultas Ilmu Sosial dan Ilmu Politik Universitas Indonesia.
11533	Q319160	Jenderal Mohamed Farah Aidid	Hussein Mohamed Farrah, anak Jenderal Mohamed Farah Aidid, pindah ke Amerika Serikat ketika Jenderal Mohamed Farah Aidid berusia 17 tahun.
11534	Q44481	Pierre Simon Marquis De Laplace	Pierre Simon Marquis de Laplace menemukan Mekanika selestial, Ekuasi Laplace, Operator Laplace dan Transformasi Laplace.
11535	Q12508069	Ranty	Ranty dikenal luas berkat perannya dalam serial Heart Series.
11536	Q317343	Chiwetel	Pada tahun 2006, Chiwetel menerima 2 nominasi Golden Globe untuk Best Performance by an Actor in a Motion Picture dan Best Performance by an Actor in a Mini-Series.
11537	Q909	Jorge Luis Borges	Lebih dikenal sebagai penulis cerita pendek dan esai fiktif, Jorge Luis Borges Borges juga seorang penyair, kritikus, dan penerjemah.
11538	Q6530790	Leslie Esdaile Banks	Leslie Esdaile Banks menulis dengan nama pena LA Banks, Leslie Esdaile Banks Esdaile, Leslie Esdaile Banks Banks dan Leslie Esdaile Banks.
11539	Q295659	Bob	Bob memperoleh Hadiah Nobel Fisiologi atau Kedokteran 2002 atas penemuannya beserta teman-temannya John E. Sulston dan Sydney Brenner mengenai bagaimana gen-gen tertentu menyebabkan kematian sel.
11540	Q49329	Gajah	Pasca Insiden Bubat tahun 1357 Masehi, Gajah diasingkan ke desa Madakaripura, Probolinggo hingga akhir hayatnya dan meninggal dunia pada tahun 1364 Masehi.
11541	Q7473	Kaisar	Kaisar memberikan perhatian yang besar terhadap kesejahteraan rakyatnya dan membuat kekaisarannya semakin makmur.
